type,original_title,title,overview,release_date,popularity,vote_average,genres,ott_platforms
movie,Terrifier 3,테리파이어 3,"""그가 돌아왔다, 이번엔 크리스마스를 피로 물들인다"" 할로윈의 악몽에서 살아남은 시에나 쇼와 그녀의 동생 조나단. 그들은 트라우마를 극복하고 평범한 삶을 되찾기 위해 노력한다. 그러나 크리스마스가 다가오면서, ""아트 더 클라운""은 산타 복장을 하고 마일스 카운티 주민들을 공포로 몰아넣는다. 시에나와 조나단은 다시 한 번 그와 맞서야 하는 운명에 처하게 된다. 크리스마스의 평온함은 깨지고, 피로 물든 공포가 다가오는 가운데, 그들이 이번에는 어떤 운명을 맞이하게 될지...",2024-10-09,129.614,6.9,"공포, 스릴러",
movie,Conclave,콘클라베,"교황의 예기치 못한 죽음 이후 새로운 교황을 선출하는 ‘콘클라베’가 시작되고, 로렌스는 단장으로서 선거를 총괄하게 된다. 한편 당선에 유력했던 후보들이 스캔들에 휘말리면서 교활한 음모와 탐욕이 수면 위로 드러나는데…",2024-10-25,132.8,7.105,"드라마, 미스터리, 스릴러",
movie,Carry-On,캐리온,"크리스마스이브, 항공기에 위험한 물건을 실으라는 강요를 받은 공항 보안 요원. 이 위협에서 벗어나려면, 의문의 여행자보다 한 수 앞서 움직여야 한다.",2024-12-05,128.128,6.9,"스릴러, 액션","Netflix, Netflix basic with Ads"
movie,Kinda Pregnant,임신입니다만?,이제는 정착해 가정을 꾸리고 싶은 레이니. 하지만 계획이 뜻대로 되지 않자 임신한 것처럼 배를 부풀리고 거짓말을 지어낸다. 그런데 하필 이때 꿈에 그리던 남자를 우연히 만나 반하고 만다.,2025-02-04,126.982,5.5,"코미디, 로맨스","Netflix, Netflix basic with Ads"
movie,The Lord of the Rings: The War of the Rohirrim,반지의 제왕: 로히림의 전쟁,"로한의 전설적인 왕 무쇠주먹 ‘헬름’은 공주 ‘헤라’와 자신의 아들 ‘울프’와의 결혼을 요구하는 웨스트마크 영주인 ‘프레카’와 결투를 벌이다 예기치 않게 그를 죽이고 만다. 아버지의 죽음에 격분하여 복수를 다짐하고 사라진 ‘울프’. 어느 날, 그는 무자비한 던랜드인을 이끌고 나타나 로한을 공격한다. ‘헬름’과 그의 아들 ‘할레스’와 ‘하마’, 그리고 기마대 로히림이 공격에 맞서지만 영주들의 배신으로 크게 패배하며 나팔 산성으로 퇴각하게 된다. ‘할레스’와 ‘하마’ 두 왕자를 모두 잃은 ‘헬름’과 ‘헤라’는 ‘울프’와 대규모 던랜드 군대에 의해 나팔 산성에 고립된 상황에서 모두의 목숨을 건 마지막 전투를 준비한다.",2024-12-05,210.031,6.683,"애니메이션, 판타지, 모험, 액션",
movie,Straume,플로우,"인간이 살았던 흔적만이 남아있는 세상, 홀로 집을 지키던 '고양이'는 갑작스러운 대홍수로 평화롭던 일상과 아늑했던 터전을 잃고 만다. 때마침 다가온 낡은 배에 올라탄 '고양이'는 그 안에서 '골든 리트리버', '카피바라', '여우원숭이', '뱀잡이수리'를 만나고 서로의 차이점을 극복하고 팀을 이뤄 험난한 파도를 헤쳐나간다.",2024-08-29,206.689,8.3,"애니메이션, 판타지, 모험",
movie,Better Man,베터 맨,,2024-12-06,122.536,7.6,"음악, 드라마",
movie,The Ballad of Davy Crockett,The Ballad of Davy Crockett,,2024-03-08,121.726,5.2,액션,
movie,Sidelined: The QB and Me,Sidelined: The QB and Me,,2025-02-06,133.951,5.2,"코미디, 로맨스",
movie,小小的我,小小的我,,2024-12-27,118.639,7.0,"드라마, 가족",
movie,Sumala,Sumala,,2024-09-26,115.922,7.6,"공포, 스릴러","Netflix, Netflix basic with Ads"
movie,Arcadian,아카디안,"쌍둥이 아들 ‘토마스’와 ‘조셉’과 함께 문명이 파괴된 세상을 살아가는 ‘폴’. 밤마다 습격하는 정체불명의 괴물들 때문에 이들은 매일 긴장감 속에 전투를 준비한다. 그러던 어느 날, 예기치 못한 일로 한밤중에 집을 나선 ‘폴’은 마주쳐서는 안 될 괴물들을 만나게 되는데…",2024-04-12,115.264,6.2,"액션, 공포, 스릴러, SF",
movie,La Dolce Villa,달콤한 이곳,"딸이 토스카나의 낡은 저택을 사들이겠다고 하자, 이를 말리기 위해 서둘러 이탈리아로 향한 에릭. 그러나 그곳에서 그는 아름다운 풍경과 로맨스, 그리고 새로운 삶의 의미를 만나게 된다.",2025-02-12,112.66,6.482,"로맨스, 코미디","Netflix, Netflix basic with Ads"
movie,La infiltrada,La infiltrada,,2024-10-11,118.975,7.212,"드라마, 범죄, 스릴러",
movie,Survivre,서바이브,카리브해에서 요트 여행중인 한 가족. 유성이 바다에 떨어지고 폭풍이 몰아친다. 그 순간 지구의 자기장이 뒤집히고 바다와 육지가 뒤바뀐다. 심해의 괴생명체가 공격해오고 바다는 다시 되돌아올 예정인데…,2024-06-19,112.096,5.952,"SF, 스릴러, 모험, 액션",
movie,Lune de miel avec ma mère,허니문 불청객,약혼녀가 전 남자 친구에게 가버리는 바람에 결혼식장에 혼자 버려진 남자. 어쩔 수 없이 신부 대신 엄마와 신혼여행을 떠나게 된다.,2025-02-11,106.619,5.2,코미디,"Netflix, Netflix basic with Ads"
movie,Saturday Night's Main Event XXXVII,Saturday Night's Main Event XXXVII,,2024-12-14,100.932,7.211,액션,
movie,The Killer's Game,킬러의 게임,"최고의 암살자 조 플러드(데이브 바티스타)는 불치병 진단을 받고 직접 문제를 해결하기로 결심한다. 바로 자기 자신을 암살하는 것이다. 하지만 그가 고용한 암살자들이 그의 전 여자친구(소피아 부텔라)도 노리게 되자, 그는 다른 암살자 무리를 물리치고 너무 늦기 전에 자신의 천생연분을 되찾아야 한다.",2024-09-12,98.49,6.4,"액션, 코미디, 스릴러",Amazon Prime Video
movie,Tatsulok: Tatlo Magkasalo,Tatsulok: Tatlo Magkasalo,,2024-10-11,97.001,6.143,"드라마, 로맨스",
movie,Le Comte de Monte-Cristo,몬테크리스토 백작,에드먼드 단테스는  음모에 빠져 결혼식 날 자신이 저지르지도 않은 범죄로 체포된다. 샤토 디프에서 14년 동안의 수감 생활을 끝으로 탈옥에 성공하고  꿈에 그리던 부자가 된다. 단테스는 몬테크리스토 백작으로 신분을 위장하고 세 남자에게 복수를 실행에 옮긴다.,2024-06-28,96.948,8.045,"액션, 모험, 드라마",
movie,Largo Winch : Le Prix de l'argent,Largo Winch : Le Prix de l'argent,,2024-07-31,96.939,6.159,"액션, 모험, 스릴러",
movie,僕のヒーローアカデミア THE MOVIE ユアネクスト,나의 히어로 아카데미아 더 무비: 유어 넥스트,"“다음은 너다” 초자연능력 ‘개성’을 가진 인간이 당연해진 세계에서 옛 ‘평화의 상징’ NO.1 히어로 ‘올마이트’가 악의 제왕 ‘올 포 원’과의 사투 직후 한 말. ‘올마이트’의 의지는 데쿠와 유에이 고등학교 히어로과로 이어져 왔다. 유에이 2년 차 봄, 히어로 VS 빌런의 전면전이 발발하고 황폐해진 사회에 수수께끼의 남자가 나타난다. 스스로를 ‘올마이트를 대신하는 새로운 상징’이라고 말하는 ‘다크마이트’는 자신의 야망을 위해 ‘개성’으로 거대한 요새를 만들어 마을과 사람들을 차례로 삼켜간다! ‘다크마이트’의 등장과 동시에 특별한 ‘개성’을 지닌 ‘안나’라는 소녀, 그리고 그녀를 ‘아가씨’라고 부르는 ‘줄리오’라는 남자가 나타나는데… 데쿠와 바쿠고, 토도로키, 그리고 유에이 고교 1학년 A반은 ‘다크마이트’에 맞서 세계를 지킬 수 있을까? “다음은 우리다!”",2024-08-02,96.604,6.736,"애니메이션, 액션, 모험, SF",
movie,The Monkey,더 몽키,,2025-02-14,158.856,6.2,"공포, 코미디",
movie,Den of Thieves 2: Pantera,크리미널 스쿼드 2: 판테라,,2025-01-08,97.156,6.617,"액션, 범죄, 스릴러",
movie,Wallace & Gromit: Vengeance Most Fowl,월레스와 그로밋: 복수의 날개,"최첨단 발명품을 만든 월레스. 그런데 이 발명품이 제멋대로 작동하면서, 수상한 범죄에 대한 누명까지 쓰게 된다. 결국, 똑똑한 개 그로밋이 주인을 구하기 위해 나선다.",2024-12-18,110.249,7.63,"애니메이션, 코미디, 가족, 모험","Netflix, Netflix basic with Ads"
movie,Kung Fu Panda 4,쿵푸팬더 4,"마침내 내면의 평화… 냉면의 평화…가 찾아왔다고 믿는 용의 전사 ‘포’ 이젠 평화의 계곡의 영적 지도자가 되고, 자신을 대신할 후계자를 찾아야만 한다. “이제 용의 전사는 그만둬야 해요?” 용의 전사로의 모습이 익숙해지고 새로운 성장을 하기보다 지금 이대로가 좋은 ‘포’ 하지만 모든 쿵푸 마스터들의 능력을 그대로 복제하는 강력한 빌런 ‘카멜레온’이 나타나고 그녀를 막기 위해 정체를 알 수 없는 쿵푸 고수 ‘젠’과 함께 모험을 떠나게 되는데… 포는 가장 강력한 빌런과 자기 자신마저 뛰어넘고 진정한 변화를 할 수 있을까?",2024-03-02,94.207,7.076,"애니메이션, 가족, 액션, 코미디","Netflix, Netflix basic with Ads"
movie,Armor,Armor,,2024-10-30,91.888,5.5,"액션, 범죄, 스릴러, 드라마",
movie,Les Graines du figuier sauvage,신성한 나무의 씨앗,반정부 시위가 격해진 이란에서 두 딸의 아버지인 이만은 범죄행위를 조사하는 일을 하고 있다. 그의 딸들도 시위에 동조하는 행동을 하자 그는 가정에서도 점점 더 강압적인 가장이 되어간다. 그러던 어느날 집에 뒀던 권총이 사라지자 그는 아내와 딸들을 의심하며 가족의 갈등은 점점 더 심해진다.,2024-09-18,91.58,7.7,"드라마, 스릴러, 범죄",
movie,Godzilla x Kong: The New Empire,고질라 X 콩: 뉴 엠파이어,"두 타이탄의 전설적인 대결 이후 할로우 어스에 남은 콩은 드디어 애타게 찾던 동족을 발견하지만 그 뒤에 도사리고 있는 예상치 못한 위협에 맞닥뜨린다. 한편, 깊은 동면에 빠진 고질라는 알 수 없는 신호로 인해 깨어나고 푸른 눈의 폭군 스카 킹의 지배 아래 위기에 처한 할로우 어스를 마주하게 된다. 할로우 어스는 물론, 지구상에도 출몰해 전세계를 초토화시키는 타이탄들의 도발 속에서 고질라와 콩은 사상 처음으로 한 팀을 이뤄 반격에 나서기로 하는데…",2024-03-27,91.459,7.114,"액션, 모험, SF",
movie,Lembayung,Lembayung,,2024-09-19,90.274,7.8,"공포, 스릴러",
movie,Dune: Part Two,듄: 파트 2,황제의 모략으로 멸문한 가문의 유일한 후계자 폴. 어머니 레이디 제시카와 간신히 목숨만 부지한 채 사막으로 도망친다. 그곳에서 만난 반란군들과 숨어 지내다 그들과 함께 황제의 모든 것을 파괴할 전투를 준비한다. 한편 반란군들의 기세가 높아질수록 불안해진 황제와 귀족 가문은 잔혹한 암살자 페이드 로타를 보내 반란군을 몰살하려 하는데…,2024-02-27,90.041,8.151,"SF, 모험",
movie,Zgon przed weselem,날벼락 웨딩,"결혼할 남자를 집으로 데려온 마야. 하지만 보수적인 부모님은 색안경을 끼고 사윗감을 바라보고, 가족이 운영하는 낙농장은 심각한 위기에 처한다. 둘의 사랑은 이 모든 난관을 뛰어넘을 수 있을까?",2025-02-11,89.45,4.2,"코미디, 로맨스","Netflix, Netflix basic with Ads"
movie,Kingdom of the Planet of the Apes,혹성탈출: 새로운 시대,"진화한 유인원과 퇴화된 인간들이 살아가는 땅. 유인원 리더 프록시무스는 완전한 군림을 위해 인간들을 사냥하며 자신의 제국을 건설한다. 한편, 또 다른 유인원 노아는 우연히 숨겨진 과거의 이야기와 시저의 가르침을 듣게 되고 인간과 유인원이 함께 할 새로운 세상을 꿈꾼다. 어느 날 그의 앞에 나타난 의문의 한 인간 소녀. 노아는 그녀와 함께 자유를 향한 여정을 시작하게 되는데…",2024-05-08,88.736,7.09,"SF, 모험, 액션",Disney Plus
movie,Levels,레벨스,,2024-11-01,87.714,5.7,"액션, SF, 스릴러",
movie,Umjolo: There Is No Cure,움졸로: 사랑에는 약도 없지,미인대회 우승자였지만 공개석상에서 스캔들을 폭로해 왕관을 잃고 만 토고. 모든 걸 밝히는 책을 내기로 한다. 연애사가 어떻게 전개될지는 오리무중인 채로.,2025-02-13,86.527,6.6,"로맨스, 코미디, 드라마","Netflix, Netflix basic with Ads"
movie,Mala influencia,Mala influencia,,2025-01-24,85.613,7.643,"드라마, 스릴러, 로맨스",
movie,Rita,Rita,,2024-03-22,85.552,6.7,드라마,
movie,The Garfield Movie,가필드 더 무비,"세상귀찮 집냥이, 바쁘고 험난한 세상에 던져졌다! 집사 ‘존’과 반려견 ‘오디’를 기르며 평화로운 나날을 보내던 집냥이 ‘가필드’. 어느 날, 험악한 길냥이 무리에게 납치당해 냉혹한 거리로 던져진다. 돌봐주는 집사가 없는 집 밖 세상은 너무나도 정신없게 돌아가고 길에서 우연히 다시 만난 아빠 길냥이 ‘빅’은 오히려 ‘가필드’를 위기에 빠지게 하는데… 험난한 세상, 살아남아야 한다!",2024-04-30,114.934,7.1,"애니메이션, 코미디, 가족, 모험","Netflix, Netflix basic with Ads"
movie,Furiosa: A Mad Max Saga,퓨리오사: 매드맥스 사가,"문명 붕괴 45년 후, 황폐해진 세상 속 누구에게도 알려지지 않은 풍요가 가득한 녹색의 땅에서 자란 퓨리오사는 바이커 군단의 폭군 디멘투스의 손에 모든 것을 잃고 만다. 가족도 행복도 모두 빼앗기고 세상에 홀로 내던져진 퓨리오사는 반드시 고향으로 돌아가겠다는 어머니와의 약속을 지키기 위해 인생 전부를 건 복수를 시작하는데...",2024-05-22,85.321,7.498,"액션, SF, 모험",
movie,Заклятье. Шепот ведьм,Заклятье. Шепот ведьм,,2024-06-13,84.068,6.7,"공포, 스릴러",
movie,Salve Maria,Salve Maria,,2024-10-31,83.133,7.1,드라마,
movie,目中无人2,목중무인 2,"현상 수배범을 잡으며 사는 맹인 검객 도위. 그의 삶에 고아 장소어가 느닷없이 나타난다. 복수를 도와 달라는 장소어의 끈질긴 부탁에 어쩔 수 없이 곁에 두고 무예를 가르치고, 도위의 닫혀 있던 마음도 서서히 열리게 되는데...",2024-07-21,138.513,6.3,"액션, 드라마",Watcha
movie,Ferry 2,페리 2,"그동안 일궈온 마약 제국을 잃은 페리 보우만. 브라반트의 암흑가를 떠나 평화를 찾은 듯했는데, 과거가 다시 그를 쫓아온다.",2024-12-19,81.833,5.8,"액션, 드라마, 범죄, 스릴러","Netflix, Netflix basic with Ads"
